Cell ID,Cell Stage,Sphericity,Elongation,Flatness,Squareness,Entropy,Surface Volume,Convexity,Cell Volume: Embryo Volume,Surface (microns squared),Volume (microns cubed)
A7.5,44,73.8987,32.8322,21.6682,32.434,80.9899,19.3758,85.5582,1.45479,5516,28470
A7.5*,44,72.027,32.3435,22.5029,35.9393,79.5628,19.6175,80.1844,1.47548,5664,28875
A7.6,44,87.2022,18.8234,14.4055,39.4827,96.0173,16.3282,93.9008,1.74574,5578,34164
A7.6*,44,91.6708,10.7674,9.60931,44.705,98.4155,15.4145,97.4188,1.87761,5664,36745
A7.7,44,85.1678,18.5435,26.3104,50.0288,90.9916,17.6287,94.2644,1.45425,5017,28460
A7.7*,44,78.2067,26.8669,21.7811,42.5629,86.6657,18.6583,87.448,1.45461,5311,28467
A7.8,44,86.2531,20.0853,17.7643,38.5232,92.9168,16.7609,95.0276,1.64974,5411,32285
A7.8*,44,84.9387,15.3103,18.7829,44.3941,94.7614,15.7313,94.8507,2.05752,6334,40266
B6.3,44,80.9893,29.5502,35.9643,53.2611,86.6676,20.1077,95.1899,1.08371,4264,21208
B6.3*,44,83.4017,22.0772,39.8602,56.6727,87.907,20.2287,97.0405,1.0037,3973,19642
B6.4,44,84.7292,16.4032,12.3638,41.7941,95.2903,13.1338,91.9732,3.55318,9132,69537
B6.4*,44,84.6848,16.6597,3.52334,41.7921,95.0926,13.2827,91.8519,3.43864,8938,67295
b6.5,44,76.59,1.63637,29.7233,35.1632,94.8793,15.2237,84.1396,2.79223,8318,54644
b6.5*,44,80.4099,3.70536,26.7347,37.2171,96.0285,14.4159,87.0482,2.98338,8416,58385
b6.6,44,74.0977,28.759,9.12979,28.6364,87.7453,16.4129,82.3653,2.38062,7646,46589
b6.6*,44,72.2604,22.2973,10.5927,26.9438,88.9142,17.1304,78.393,2.20166,7381,43087
b6.7,44,73.3749,6.18618,34.8711,38.0828,91.8546,16.7697,86.7261,2.27605,7469,44543
b6.7*,44,76.3707,3.36665,35.1419,38.4187,93.226,15.011,89.6109,2.92933,8605,57328
b6.8,44,71.9371,38.8771,1.12178,34.3472,83.4417,14.3118,82.0216,3.80947,10669,74552
b6.8*,44,71.1062,40.2635,5.17047,32.3306,84.3765,14.2568,81.6521,3.94428,11005,77191
B7.1,44,76.7002,33.0489,20.3149,49.1146,80.943,17.7352,89.4721,1.76096,6112,34462
B7.1*,44,76.6983,23.877,30.9036,45.918,80.7328,17.9754,91.132,1.6914,5950,33101
B7.2,44,77.8519,8.29448,24.9972,30.0366,95.0543,16.3891,86.8539,2.16594,6947,42388
B7.2*,44,78.6522,11.0983,27.8435,36.8195,91.2513,16.4391,84.8758,2.1028,6765,41152
B7.3,44,84.561,16.7405,30.1468,49.2814,90.6007,14.2371,94.0417,2.80056,7803,54808
B7.3*,44,82.3588,22.2649,28.9329,50.0749,87.4449,14.9207,94.4841,2.56488,7489,50195
B7.4,44,87.5048,22.21,12.3983,44.3293,95.0788,12.1964,94.8834,4.16002,9929,81413
B7.4*,44,85.3181,21.2962,10.7914,42.4165,92.2703,11.9141,92.8258,4.69448,10945,91872
A7.1,64,49.1219,56.5305,12.7081,24.0808,45.4468,25.5236,59.1202,2.13795,7194,28188
A7.1*,64,7.89249,53.6362,27.0904,3.67596,44.6737,156.048,8.78367,0.362387,7456,4778
a7.10,64,19.3041,44.1117,14.3202,10.9794,73.0609,79.3373,23.6337,0.460938,4821,6077
a7.10*,64,37.223,39.1603,6.58475,19.4091,79.2473,43.1462,46.1238,0.770764,4384,10162
a7.11,64,87.7152,3.80965,32.394,45.9198,88.456,16.1547,104.093,2.6444,5632,34866
a7.11*,64,92.8956,14.7067,20.2736,46.7746,94.2936,15.9251,109.708,2.46114,5167,32450
a7.12,64,77.1608,2.85167,26.1258,31.476,90.8456,16.8658,92.4904,3.00304,6678,39595
a7.12*,64,63.6058,1.24125,29.9132,33.8522,94.0307,20.3171,73.9118,2.52809,6772,33332
a7.13,64,91.9167,34.4871,15.0907,50.1881,81.1138,17.272,111.863,1.97042,4487,25979
a7.13*,64,104.541,30.8527,22.5149,54.2152,85.9037,15.3167,123.725,2.18426,4411,28799
a7.14,64,85.6898,9.63859,28.0703,40.1946,92.7658,17.1999,100.936,2.29582,5206,30270
a7.14*,64,84.3002,26.5806,4.30164,48.6095,94.489,16.9963,96.4304,2.4584,5509,32413
a7.15,64,105.512,8.29552,26.1359,42.6202,94.7668,13.6443,128.364,3.03335,5456,39994
a7.15*,64,89.4695,15.2748,13.9445,41.178,96.3537,15.7316,102.596,2.75233,5708,36289
a7.16,64,77.8039,19.4564,4.9171,30.8226,84.6125,17.3127,94.4185,2.73072,6233,36004
a7.16*,64,75.1407,19.9465,15.3712,34.5604,90.6607,18.0613,87.9896,2.57852,6140,33997
A7.2,64,45.843,58.7413,17.1598,32.133,45.6521,28.3265,65.0332,1.79575,6706,23676
A7.2*,64,11.687,59.1783,14.8667,7.72247,45.8064,105.879,15.4508,0.529088,7386,6976
A7.3,64,14.5252,64.0617,9.15463,9.35445,45.5892,92.9393,18.1614,0.506442,6205,6677
A7.3*,64,33.747,59.5538,11.0691,20.1472,48.9195,37.7221,38.2281,1.40319,6978,18501
A7.4,64,17.1621,33.6445,17.0019,10.1989,80.7754,82.7973,20.9059,0.513077,5601,6764
A7.4*,64,39.8025,17.1841,32.4906,23.1226,83.0824,35.3082,48.3072,1.23006,5726,16218
A7.5,64,22.5428,60.9877,4.54195,11.7602,43.6299,58.0435,25.0485,0.863167,6605,11380
A7.5*,64,6.26845,55.5255,18.8847,3.01625,49.7906,213.305,7.24618,0.22493,6326,2965
A7.6,64,23.1948,43.3859,3.43485,12.3426,78.6498,62.6813,27.3769,0.647407,5350,8536
A7.6*,64,23.1614,29.9067,23.1393,12.6712,90.2887,60.4739,26.9408,0.722998,5764,9532
A7.7,64,21.2486,52.3113,22.8115,11.4387,49.8151,66.3219,22.83,0.65124,5694,8586
A7.7*,64,9.42526,53.6774,16.7462,5.13653,55.9275,142.849,10.8588,0.331246,6238,4367
A7.8,64,15.4339,23.9177,33.3209,7.20804,87.4333,88.7305,18.3488,0.515469,6030,6796
A7.8*,64,31.7858,22.1704,31.0991,13.3081,85.5191,41.3678,38.4763,1.19927,6541,15812
a7.9,64,4.72742,44.4978,11.3847,2.4682,70.1522,319.927,5.65192,0.117212,4944,1545
a7.9*,64,21.4426,37.9425,6.06489,10.2275,79.9608,73.8714,25.8413,0.462796,4507,6101
B7.1,64,52.6104,52.4997,18.134,24.3419,52.617,25.4142,61.2955,1.88798,6326,24893
B7.1*,64,42.7065,42.1994,17.5023,17.6797,66.4784,30.3736,45.7396,1.67839,6721,22129
b7.10,64,127.877,28.6586,2.35228,60.2737,90.6137,11.8141,140.246,3.18117,4955,41943
b7.10*,64,13.6289,37.2285,33.2435,7.47909,74.475,98.7336,15.9994,0.479793,6245,6326
b7.11,64,27.4093,24.9647,28.753,13.9297,88.5826,54.042,32.7152,0.723405,5154,9538
b7.11*,64,78.0445,19.8774,22.0632,39.8092,91.6448,19.2852,92.0118,1.96341,4992,25887
b7.12,64,30.9109,33.2168,16.9955,15.9848,82.7549,42.6852,34.9891,1.15429,6496,15219
b7.12*,64,75.1926,22.4236,15.533,34.3388,94.0624,18.7142,85.8928,2.31476,5711,30520
b7.13,64,91.9096,20.6822,29.5665,44.9276,89.0667,16.3279,107.632,2.33272,5021,30756
b7.13*,64,111.556,32.2234,5.2512,40.9179,91.3825,13.0678,131.182,3.08875,5321,40725
b7.14,64,72.8041,23.0894,6.19885,29.3174,92.3353,17.9835,84.2005,2.78251,6597,36687
b7.14*,64,60.4846,24.2767,12.8945,25.966,96.1391,21.0949,70.3334,2.49774,6947,32932
b7.15,64,74.937,6.58692,6.98629,33.8392,99.0342,18.5587,85.798,2.38965,5847,31507
b7.15*,64,87.126,14.7267,4.49344,37.2147,97.7421,15.518,100.718,3.02394,6187,39870
b7.16,64,47.8221,9.98149,16.9157,20.475,89.5249,25.702,55.6416,2.2091,7486,29127
b7.16*,64,10.243,27.4245,18.0717,6.876,82.1312,117.668,11.8815,0.501815,7785,6616
B7.2,64,24.363,33.6003,25.7904,11.742,75.9375,50.6638,27.0874,1.11126,7423,14652
B7.2*,64,46.4445,30.9677,46.0278,27.9199,75.6661,27.8078,59.8883,1.84928,6780,24382
B7.3,64,18.9813,43.7337,17.7644,10.0993,69.2892,59.621,20.8482,1.12337,8830,14811
B7.3*,64,1.80129,50.4751,14.425,1.00721,63.923,640.286,1.91375,0.100713,8502,1327
B7.4,64,37.82,28.8674,3.42624,17.9246,90.3773,29.2892,43.7001,2.38674,9217,31469
B7.4*,64,18.9934,28.8282,14.5677,9.26026,90.9954,58.2385,21.1616,1.20376,9243,15871
B7.5,64,63.882,12.3167,1.60456,35.077,98.1112,27.725,69.0502,0.986276,3605,13004
B7.5*,64,72.3492,4.30768,18.6947,36.8614,94.1798,24.8893,79.6743,1.06284,3487,14013
B7.6,64,11.0959,16.8936,29.863,5.7472,86.9257,347.664,13.6357,0.0165793,759,218
B7.6*,64,78.1729,36.8218,10.2956,37.721,87.5751,43.0191,92.9377,0.176309,1000,2324
B7.7,64,57.5048,24.3585,6.2977,23.9194,89.1194,24.0593,66.2821,1.86257,5908,24558
B7.7*,64,53.107,36.7504,0.670487,22.7976,86.2082,25.7322,60.1884,1.785,6056,23535
B7.8,64,88.428,12.8613,19.1977,43.6211,96.1798,16.1891,101.234,2.58537,5518,34088
B7.8*,64,93.5605,15.3432,15.8857,43.4676,95.1963,15.2621,108.608,2.75642,5546,36343
b7.9,64,62.7532,32.4326,9.54272,32.2196,89.6036,23.0997,74.2376,1.76719,5382,23300
b7.9*,64,29.2596,10.4409,8.82213,14.1193,96.9693,47.5649,33.1812,0.93105,5839,12275
A7.1,76,59.2115,68.7166,6.69983,47.1384,38.5215,19.5773,82.7893,1.59121,8416,42991
A7.1*,76,58.3783,59.7699,3.58253,27.9761,49.5344,19.5651,72.8933,1.64001,8669,44310
a7.10,76,76.4018,45.1783,0.554216,42.1236,82.1483,19.9857,92.6118,0.898318,4850,24270
a7.10*,76,76.4188,46.2594,0.680423,44.226,78.6728,18.2657,91.0196,1.17621,5804,31779
a7.11,76,80.8301,12.9512,21.8316,43.9643,94.5557,16.9864,91.7059,1.3072,5999,35318
a7.11*,76,79.4701,10.3174,20.8569,41.9224,94.9918,16.5529,89.8891,1.46139,6535,39484
a7.12,76,84.2664,5.66218,6.53084,36.9046,99.159,14.918,93.2916,1.77563,7156,47974
a7.12*,76,85.7609,0.48607,11.5681,38.0574,98.4747,14.0777,95.6566,2.03995,7759,55115
a7.13,76,70.3512,46.8975,27.3515,39.0376,65.6574,21.7076,89.2167,0.826835,4849,22339
a7.13*,76,74.0966,38.8266,14.391,32.741,87.3048,20.3562,86.9711,0.903879,4971,24421
a7.14,76,85.1097,3.80694,14.4744,42.7865,97.3855,16.1969,93.2449,1.36001,5951,36745
a7.14*,76,84.423,3.08973,20.4637,40.0949,96.0411,15.8145,93.505,1.48494,6344,40120
a7.15,76,83.8937,10.2706,10.2533,38.2911,96.8958,16.6551,95.741,1.28735,5792,34781
a7.15*,76,84.5613,11.9837,16.0453,38.5626,96.881,15.5877,96.129,1.54564,6509,41760
a7.16,76,83.4977,5.61566,15.3911,33.7047,98.4715,16.1293,95.0127,1.43087,6235,38659
a7.16*,76,82.3595,12.9101,11.9279,40.4891,98.3225,15.5708,93.6394,1.63468,6877,44166
A7.2,76,63.202,48.769,16.485,33.0691,65.4699,17.0783,74.8538,2.10378,9707,56840
A7.2*,76,65.0768,55.8111,6.09261,37.6932,60.4841,17.1809,80.0702,1.94896,9047,52657
A7.5,76,60.5424,47.5764,24.0937,32.8425,60.715,18.173,67.6154,1.9028,9342,51410
A7.5*,76,67.0158,54.2504,15.6012,41.7778,56.4428,16.8954,83.5674,1.93255,8821,52214
A7.6,76,77.1371,47.9505,8.52723,45.938,66.4214,16.9275,94.9371,1.4504,6633,39187
A7.6*,76,77.7749,41.0351,14.9715,45.5181,74.7121,16.1035,92.9803,1.65711,7209,44772
a7.9,76,72.8029,41.8332,7.34963,38.6513,74.9065,19.6055,86.7641,1.04801,5551,28315
a7.9*,76,81.2859,16.2732,26.8282,33.0476,94.0324,18.8363,92.5812,0.947936,4824,25611
A8.13,76,60.3555,56.9156,37.3716,42.2622,42.9545,24.7414,84.3389,0.75873,5071,20499
A8.13*,76,61.9262,66.3729,11.0527,49.3317,45.7495,26.4655,82.8551,0.588853,4210,15909
A8.14,76,64.7299,57.2273,18.8192,44.4809,50.6557,21.5582,87.6717,0.997122,5807,26940
A8.14*,76,65.1073,53.2679,22.9577,39.4299,54.5801,21.9227,84.0555,0.937242,5551,25322
A8.15,76,66.4138,56.1096,10.9716,42.5224,56.7606,22.6258,83.6393,0.819344,5008,22137
A8.15*,76,69.0218,39.7255,21.1877,35.4898,76.7355,22.1763,79.0801,0.805666,4827,21767
A8.16,76,78.9764,39.3488,12.7443,46.4623,78.8033,19.5125,94.8211,0.903355,4762,24407
A8.16*,76,74.5904,42.345,9.84094,44.9158,76.6357,20.2013,86.529,0.912625,4981,24657
A8.5,76,60.301,54.5468,46.5598,46.7825,51.4445,24.4658,86.6485,0.78608,5196,21238
A8.5*,76,59.6066,56.5474,39.5688,50.2617,52.8182,23.5572,84.5399,0.901225,5736,24349
A8.6,76,60.7578,58.9487,36.0011,45.1244,43.7694,24.6336,86.1712,0.758591,5048,20495
A8.6*,76,66.6576,48.0102,30.6255,38.372,60.7309,22.5374,90.3901,0.822968,5011,22235
A8.7,76,77.3234,37.1083,7.89799,38.1769,77.9382,19.676,94.3517,0.919102,4886,24832
A8.7*,76,73.5826,30.732,27.2435,38.0666,80.8296,21.6125,89.4238,0.765823,4471,20691
A8.8,76,73.6204,44.8452,7.28316,40.1346,73.4963,20.9204,92.72,0.843503,4767,22790
A8.8*,76,76.4742,23.4381,35.398,39.4072,82.3639,20.6784,94.2554,0.809492,4522,21871
B7.1,76,58.9124,42.5864,40.7012,28.6577,61.8106,17.3566,69.2259,2.30667,10817,62322
B7.1*,76,62.3552,52.0961,29.3023,32.9357,54.592,17.3622,77.8543,2.05699,9649,55576
b7.10,76,77.4299,29.369,5.79007,33.9527,90.1934,19.0428,88.3206,1.01108,5202,27317
b7.10*,76,78.5214,28.6839,5.66636,32.5885,93.2658,19.9861,89.6939,0.850428,4592,22977
b7.11,76,69.5731,21.9549,45.923,34.9407,79.9802,18.5993,83.5988,1.34407,6754,36314
b7.11*,76,65.8982,29.1092,39.2478,33.1531,80.6721,20.2584,81.3916,1.1594,6345,31325
b7.12,76,81.5755,5.46395,28.2583,36.8004,96.2235,16.0903,90.0763,1.51003,6564,40798
b7.12*,76,82.6004,10.158,22.5982,40.3906,96.4128,15.5846,92.6955,1.62086,6824,43792
b7.13,76,69.4486,31.0053,41.4244,41.8453,80.4873,18.962,84.024,1.27296,6521,34393
b7.13*,76,63.4495,36.1019,40.9917,34.9537,74.0396,20.5396,79.708,1.19995,6659,32420
b7.14,76,74.7629,23.7061,41.3344,42.7281,85.1878,16.1987,88.7701,1.76189,7711,47603
b7.14*,76,73.942,28.1119,34.163,49.4685,85.392,16.2971,87.9683,1.7688,7788,47789
b7.15,76,81.6026,11.0825,24.1293,41.9277,94.6648,15.9803,90.8016,1.54038,6650,41618
b7.15*,76,80.8225,19.5887,24.1642,45.0798,92.6106,16.4859,91.467,1.43019,6370,38641
b7.16,76,80.4816,19.634,21.6151,47.1832,93.6883,15.7036,92.7484,1.66879,7080,45087
b7.16*,76,82.6662,14.1017,13.1266,44.8469,95.296,16.066,96.7387,1.47712,6411,39909
B7.2,76,67.4889,49.4771,12.9426,34.9012,67.6696,15.5834,81.003,2.42851,10224,65614
B7.2*,76,63.5052,48.5968,16.5892,39.3822,67.1982,16.5298,81.2104,2.29811,10263,62090
B7.5,76,70.49,51.9415,10.9003,38.987,62.1443,24.268,95.2696,0.589435,3864,15925
B7.5*,76,66.9703,45.5141,18.3546,36.3499,72.3495,24.572,87.5579,0.629084,4176,16996
B7.6,76,62.1016,37.5488,52.031,42.8531,64.4171,26.9742,86.0182,0.553026,4030,14941
B7.6*,76,64.2623,42.4006,54.4418,50.7919,62.7163,26.8732,90.3511,0.522302,3792,14111
B7.7,76,72.7845,53.2526,15.2,46.3346,57.9659,16.7296,89.8618,1.68758,7627,45595
B7.7*,76,70.0169,55.8253,21.2284,54.1201,56.6716,17.1164,91.4059,1.70275,7874,46005
B7.8,76,80.0728,22.4332,31.2533,45.3947,83.4625,16.0659,92.2428,1.57438,6833,42537
B7.8*,76,77.5055,16.6005,38.4708,41.4067,81.186,16.0556,91.2466,1.68363,7303,45488
b7.9,76,76.7422,18.7714,28.7666,38.5235,83.2121,16.2082,87.1083,1.66926,7309,45100
b7.9*,76,70.3242,41.6067,10.7861,35.1471,74.7318,17.6572,79.5952,1.53751,7334,41540
B8.5,76,63.5306,49.2842,15.0485,36.991,64.4287,17.1862,77.6156,2.04309,9486,55200
B8.5*,76,64.2037,47.2493,22.3494,36.8383,62.2569,17.2933,78.1693,1.96356,9174,53051
B8.6,76,54.7743,59.3916,43.9223,38.6673,40.1816,34.7322,78.4458,0.333001,3124,8997
B8.6*,76,61.2057,62.9512,36.1608,53.1978,42.0107,37.3964,90.876,0.21366,2158,5772
B8.7,76,69.7903,39.9456,16.6708,32.8837,74.8429,17.9237,78.9477,1.49253,7227,40325
B8.7*,76,67.1754,44.5575,16.1848,34.7638,71.7632,18.495,76.8962,1.46626,7326,39615
B8.8,76,69.8469,45.6057,17.4014,39.2131,70.9945,18.3019,83.7673,1.39962,6920,37815
B8.8*,76,72.6898,40.0276,18.4955,38.0269,76.1191,17.234,88.8837,1.54771,7206,41816
A7.1,112,61.6024,60.0164,13.1411,39.7171,53.9523,20.6704,78.4614,1.69937,6975,33745
A7.1*,112,58.3019,60.2436,9.6317,32.5517,47.7856,21.9406,66.5496,1.58641,6911,31502
A7.2,112,64.2463,48.9019,16.8855,35.5353,59.777,18.8062,75.0362,2.07457,7747,41195
A7.2*,112,66.5209,49.8236,14.0665,38.0858,64.187,18.0471,78.5321,2.18974,7847,43482
A7.5,112,62.0026,48.6537,9.9164,30.2342,69.4516,19.9151,67.0254,1.8757,7417,37246
A7.5*,112,65.3437,51.5295,4.92414,38.21,71.6719,18.9516,73.5319,1.95969,7374,38914
A8.11,112,89.94,14.3275,3.25716,42.3869,93.4461,20.7522,96.5996,0.787831,3246,15644
A8.11*,112,87.4371,11.8874,5.31549,43.2601,93.4731,20.6158,96.8521,0.850226,3480,16883
A8.12,112,86.0783,11.2428,9.37802,42.8132,96.9931,28.2275,96.4396,0.341764,1915,6786
A8.12*,112,84.2408,7.85245,8.74882,43.8987,98.0849,28.976,94.3923,0.329888,1898,6550
A8.13,112,59.1021,52.0234,20.2294,32.9905,54.5326,26.6624,67.7679,0.860255,4554,17082
A8.13*,112,56.7486,53.0923,29.9165,35.7083,51.1597,28.1049,66.6333,0.796659,4446,15819
A8.14,112,63.3833,54.655,4.14675,36.5229,56.2641,26.15,77.0929,0.792798,4116,15742
A8.14*,112,65.9248,46.1403,9.44397,38.1427,73.2841,25.1672,76.6794,0.822107,4108,16324
A8.15,112,70.3998,40.286,14.0292,30.4392,65.3791,24.8034,80.1624,0.753098,3709,14954
A8.15*,112,71.0442,34.5723,16.246,31.7746,76.2999,24.0164,80.1891,0.814609,3884,16176
A8.16,112,76.2962,26.0552,20.2424,39.71,87.0525,21.2334,86.6417,1.02203,4309,20294
A8.16*,112,78.3758,18.1302,23.5029,35.7007,89.8306,21.1114,88.1024,0.985399,4130,19567
a8.17,112,84.8222,3.05811,32.4966,42.0595,84.2776,26.7998,96.7976,0.41126,2188,8166
a8.17*,112,85.4194,28.9383,11.2183,42.8801,86.7625,28.886,95.2518,0.323856,1857,6430
a8.18,112,82.2647,21.4836,19.6009,45.8216,95.5198,25.451,93.6383,0.510488,2579,10136
a8.18*,112,82.8032,31.8532,11.8941,49.3143,90.9368,24.0224,93.7133,0.599221,2858,11898
a8.19,112,81.5922,9.50911,36.3493,37.3584,87.601,27.4265,94.5588,0.414686,2258,8234
a8.19*,112,78.4301,0.972378,46.5541,39.5213,79.3862,29.453,94.7936,0.362388,2119,7196
a8.20,112,82.9543,23.8835,0.709969,40.7392,96.6211,24.6318,92.824,0.553813,2708,10997
a8.20*,112,84.5272,28.1458,3.87641,46.7808,93.0231,24.5566,94.1098,0.538306,2624,10689
a8.21,112,75.0886,18.0691,12.1947,33.8521,94.8655,25.3259,84.98,0.621848,3127,12348
a8.21*,112,75.8924,9.22186,35.7217,42.865,92.4651,25.6962,87.2889,0.582806,2973,11573
a8.22,112,81.6314,16.8886,4.02564,49.5429,98.7713,24.3971,91.981,0.58857,2851,11687
a8.22*,112,79.1077,13.2236,7.39589,41.0593,95.872,24.2235,87.2706,0.640299,3079,12714
a8.23,112,81.5443,26.5369,13.4625,46.4629,95.3759,21.9034,91.8239,0.81509,3545,16185
a8.23*,112,82.9312,9.17648,16.008,38.3436,95.8614,23.1242,94.1357,0.669724,3075,13299
a8.24,112,75.1597,27.2498,11.0164,32.6409,84.2571,24.2102,87.6094,0.710496,3415,14108
a8.24*,112,83.9502,14.9886,6.5194,35.2838,93.555,20.327,94.2079,0.962198,3883,19106
a8.25,112,77.6943,14.068,39.7527,41.1879,84.6686,30.3399,92.4312,0.337836,2035,6708
a8.25*,112,70.1146,43.1982,31.8059,37.3943,73.9066,31.3966,84.3138,0.374337,2333,7433
a8.26,112,80.7321,33.0659,1.39627,42.269,92.1464,27.012,92.8862,0.44337,2378,8804
a8.26*,112,78.9298,14.8799,24.6789,33.233,95.1895,24.775,89.3458,0.601185,2957,11937
a8.27,112,80.1713,13.0367,26.7588,37.766,93.6181,23.828,91.7567,0.654983,3099,13006
a8.27*,112,74.8757,2.89925,25.2834,40.9688,93.8256,25.7972,84.9624,0.591738,3031,11750
a8.28,112,79.769,34.0694,9.49459,49.3408,90.5501,23.0338,89.9293,0.73243,3350,14544
a8.28*,112,77.4488,4.30827,24.6412,39.0436,92.709,24.0447,87.9372,0.683028,3261,13563
a8.29,112,77.2376,0.868672,34.9741,35.033,93.3075,24.9566,90.6894,0.614208,3043,12196
a8.29*,112,79.5345,4.53701,27.4915,33.8559,93.5522,23.2649,91.5114,0.715014,3303,14198
a8.30,112,84.4315,11.2289,21.7785,38.2856,96.1771,23.3606,95.7537,0.626714,2907,12444
a8.30*,112,83.3221,16.2986,12.5895,40.9715,97.7442,22.2765,94.346,0.742106,3282,14736
a8.31,112,73.1614,14.3691,10.1523,28.3097,95.967,26.7512,86.0573,0.555823,2952,11037
a8.31*,112,79.7128,1.62497,12.0864,35.1265,96.4513,22.1378,91.0468,0.82617,3631,16405
a8.32,112,84.0292,15.6644,17.2742,44.8283,97.3141,22.6046,95.603,0.698361,3134,13867
a8.32*,112,82.3285,4.23235,5.38159,35.3379,99.0118,21.0764,91.6065,0.897509,3756,17822
A8.5,112,59.9471,52.2244,32.4801,39.9553,53.2516,26.5152,78.1018,0.85017,4476,16882
A8.5*,112,59.1071,58.3753,13.5232,37.5952,57.6609,26.4371,73.3049,0.882281,4631,17519
A8.6,112,59.7695,59.0946,19.7998,35.4024,48.723,27.0899,74.1126,0.801952,4313,15924
A8.6*,112,61.4962,55.9927,21.4522,39.9373,49.2744,25.8877,77.2497,0.86806,4462,17237
A8.7,112,73.6315,36.183,12.8621,43.8925,81.3214,23.2396,83.8846,0.836983,3862,16620
A8.7*,112,74.6193,37.2175,16.6443,38.6974,79.3703,23.5266,87.0395,0.785504,3669,15598
A8.8,112,76.1151,36.6879,3.53739,38.4514,84.5632,22.9079,86.0018,0.817767,3719,16238
A8.8*,112,72.7042,39.1555,21.997,40.2416,80.8953,24.105,86.5252,0.769286,3682,15276
B7.1,112,60.142,41.5001,10.9563,26.3111,71.1899,19.6943,64.2921,2.06134,8061,40933
B7.1*,112,62.7767,47.182,5.58588,31.9313,65.0991,18.3289,69.094,2.34704,8542,46606
B7.2,112,66.7946,28.6878,37.131,41.0776,77.477,17.7051,84.1933,2.30011,8086,45674
B7.2*,112,63.8544,30.364,33.9228,37.4533,78.4243,18.1686,79.7828,2.32905,8402,46249
B7.5,112,80.5526,16.1877,18.1053,37.7959,91.1491,19.217,88.6121,1.23683,4719,24560
B7.5*,112,83.3473,14.0017,14.1559,40.1904,92.0876,19.2565,91.9989,1.14819,4390,22800
B7.6,112,73.4932,5.54785,43.9696,43.4056,86.6435,40.3651,90.8903,0.160331,1285,3183
B7.6*,112,75.5627,6.94382,34.329,39.8046,86.1085,42.8015,95.3454,0.127215,1081,2526
B7.7,112,73.6505,39.9014,17.1293,42.3694,79.0285,18.4995,83.4814,1.65845,6092,32932
B7.7*,112,73.4528,34.4351,29.1414,42.7014,79.5626,19.9601,82.6404,1.32747,5261,26360
B8.15,112,87.9911,14.4672,14.3102,43.7818,94.0136,22.3103,97.8696,0.662425,2934,13154
B8.15*,112,87.2789,26.2652,0.860548,49.8821,91.7561,21.8757,97.8484,0.714208,3102,14182
B8.16,112,80.7093,14.8908,31.3886,35.1054,85.6827,23.4075,90.7328,0.68174,3168,13537
B8.16*,112,77.6532,31.2295,23.8288,44.6736,85.1362,25.0601,89.1569,0.600155,2986,11917
b8.17,112,78.2251,14.4535,13.5013,34.4161,94.4277,23.2342,89.1888,0.742083,3423,14735
b8.17*,112,83.9218,3.23983,15.9537,35.7806,94.0226,22.2958,93.7933,0.729638,3230,14488
b8.18,112,77.2493,7.22901,34.9385,40.0353,88.9416,23.1962,89.8427,0.764699,3522,15184
b8.18*,112,81.8664,13.6507,29.0321,37.9277,90.777,21.839,93.2704,0.815865,3538,16201
b8.19,112,80.7381,17.9324,36.8031,40.9099,88.5139,27.8495,96.2949,0.404501,2236,8032
b8.19*,112,81.345,23.2437,24.8741,41.0314,88.4048,29.4059,95.5456,0.338504,1976,6721
b8.20,112,75.9658,24.7909,26.404,33.0414,92.0375,23.5265,91.1293,0.757918,3540,15050
b8.20*,112,82.8102,18.5272,27.1843,44.1515,92.3469,22.1006,95.1861,0.769395,3376,15278
b8.21,112,78.2087,28.1825,29.8824,45.0192,81.7364,27.0918,94.7152,0.468278,2519,9298
b8.21*,112,83.4047,16.3126,31.1487,37.9172,88.5732,25.8626,95.9812,0.473292,2430,9398
b8.22,112,78.3587,23.4011,21.2246,42.4706,91.8227,22.1093,91.8344,0.858281,3768,17043
b8.22*,112,83.0582,14.4418,23.7664,40.7446,93.1099,20.4928,94.3224,0.959316,3903,19049
b8.23,112,78.6516,20.0688,13.4308,41.0299,95.8537,21.9962,87.2262,0.865109,3778,17178
b8.23*,112,80.161,9.85719,21.2948,37.514,96.1013,21.5682,89.7964,0.88341,3783,17542
b8.24,112,76.9656,19.0215,7.25405,32.1715,96.1724,24.4837,88.4181,0.655094,3184,13008
b8.24*,112,82.6314,11.2265,13.251,42.934,97.7542,21.2204,90.9126,0.872926,3678,17334
b8.25,112,74.267,18.0129,31.0839,38.9642,88.6408,27.1269,88.6922,0.517294,2786,10272
b8.25*,112,73.7192,21.4588,33.6087,42.9889,82.1011,27.7642,86.6402,0.489681,2699,9723
b8.26,112,77.1881,18.4158,21.4725,35.2033,89.318,22.7591,90.2121,0.810889,3664,16102
b8.26*,112,78.5312,18.2005,20.6026,33.9314,93.7461,22.3844,88.3729,0.823391,3659,16350
b8.27,112,72.756,23.8261,23.8709,34.6383,88.2352,23.9089,85.0042,0.787251,3737,15632
b8.27*,112,71.911,30.2714,6.62376,33.8439,89.281,23.7265,82.9139,0.824586,3885,16374
b8.28,112,80.6701,1.12495,19.331,38.4673,97.1679,20.6357,90.3911,0.995977,4081,19777
