Cell ID,Cell Stage,Sphericity,Elongation,Flatness,Squareness,Entropy,Surface Volume,Convexity,Cell Volume: Embryo Volume,Surface (microns squared),Volume (microns cubed)
b8.28*,112,76.3403,15.5001,9.09497,37.236,94.5959,22.3828,86.9302,0.87152,3873,17306
b8.29,112,81.2155,5.24599,9.25071,44.431,97.412,21.1632,89.9855,0.910981,3828,18089
b8.29*,112,82.1835,6.10455,14.8779,39.1706,95.6526,21.295,92.8175,0.873229,3692,17340
b8.30,112,78.9607,11.7992,9.77076,33.5652,97.1822,22.5668,88.6138,0.794871,3561,15784
b8.30*,112,76.6692,12.5065,7.64537,33.7579,95.8671,23.7543,85.9978,0.722868,3409,14354
b8.31,112,81.175,0.190163,25.854,33.5444,95.5634,21.3618,94.1535,0.886692,3761,17607
b8.31*,112,80.5754,9.25653,19.1809,31.8908,96.9149,21.3116,91.4933,0.906304,3835,17996
b8.32,112,80.2488,9.26297,9.20711,30.0234,97.1467,21.216,90.8973,0.926111,3901,18390
b8.32*,112,80.6591,11.765,8.59612,33.8713,97.9196,21.8609,90.8596,0.837953,3637,16639
B8.5,112,65.9486,41.0397,10.0808,36.9344,78.4739,17.7943,74.3546,2.3242,8212,46152
B8.5*,112,64.6226,45.1292,5.63116,34.8553,78.4107,18.6627,73.2194,2.09814,7775,41663
B8.6,112,51.8201,59.827,18.1112,27.902,40.7886,34.5684,54.2682,0.513447,3524,10195
B8.6*,112,51.8955,69.4019,2.52644,33.6255,41.5362,38.4199,63.5584,0.372907,2844,7404
B8.7,112,70.5071,38.4131,0.557685,37.5612,86.7946,19.6436,77.3868,1.51146,5895,30013
B8.7*,112,70.9057,31.338,22.2776,38.1698,86.6685,20.1347,76.0001,1.38782,5548,27558
B8.8,112,72.5984,25.1379,5.82786,31.4331,89.7088,18.0054,77.781,1.85126,6619,36761
B8.8*,112,71.5354,26.3096,6.19484,29.8763,88.3298,18.7284,76.9696,1.69429,6301,33644
A7.1,112,80.4999,21.3423,9.99332,37.229,97.6078,17.052,92.409,1.67367,6002,35199
A7.1*,112,78.907,22.6864,2.07024,35.6189,95.8212,16.3871,89.6311,1.96269,6764,41277
A7.2,112,85.5565,8.9016,2.05514,42.5289,97.6315,16.151,93.706,1.74375,5923,36673
A7.2*,112,84.9252,19.0949,9.01218,42.9631,96.0152,15.9684,94.3127,1.83119,6149,38511
A7.5,112,84.369,11.7036,24.407,43.8454,91.0856,16.8458,93.9991,1.58033,5598,33236
A7.5*,112,83.1645,10.5369,26.6754,47.192,91.1103,15.9486,94.3315,1.91666,6428,40309
A8.11,112,73.2698,42.3756,0.543576,42.8552,91.2438,21.5895,84.9126,0.995438,4519,20935
A8.11*,112,74.4203,16.8594,20.6609,35.8529,93.2403,20.4533,84.8236,1.13479,4881,23865
A8.12,112,70.935,31.6394,28.4891,35.252,84.5645,28.4937,79.7073,0.461981,2768,9715
A8.12*,112,77.172,23.8598,26.1231,17.3163,91.1742,25.9685,55.2627,0.51562,2816,10844
A8.13,112,57.4299,44.6669,30.3371,34.7804,60.5205,29.2142,75.6128,0.653929,4017,13752
A8.13*,112,59.3728,41.4645,34.3795,36.1432,71.5595,26.7335,80.5463,0.798445,4489,16792
A8.14,112,61.5685,44.6378,29.0793,40.3892,72.2112,26.6754,79.8995,0.747376,4192,15718
A8.14*,112,57.9259,44.0378,27.7205,33.421,72.6416,27.4141,70.8007,0.777894,4484,16359
A8.15,112,67.7152,31.2156,27.4433,33.6324,79.8163,25.1548,84.8538,0.736811,3897,15495
A8.15*,112,70.0702,34.4467,16.9712,32.6026,88.0901,24.083,85.1871,0.78414,3971,16491
A8.16,112,71.0567,23.9518,25.5786,34.4525,82.4034,21.5203,84.8539,1.06865,4836,22474
A8.16*,112,71.8403,16.2676,29.9612,35.739,90.9517,21.9614,87.051,0.983729,4543,20688
a8.17,112,68.3285,14.1386,30.4031,28.5524,89.2446,29.8853,85.1602,0.431531,2712,9075
a8.17*,112,74.4232,12.2176,26.9464,33.0717,91.5519,27.2373,91.0974,0.480485,2752,10105
a8.18,112,74.338,21.4565,16.8045,36.5404,92.3044,26.6123,85.1198,0.516324,2889,10858
a8.18*,112,74.459,29.8022,9.03412,29.5549,89.8579,24.9424,87.7402,0.625084,3278,13146
a8.19,112,70.1437,1.35809,26.1219,29.5273,94.227,29.7475,85.1058,0.415205,2597,8732
a8.19*,112,71.6183,6.55352,25.3769,31.8043,94.619,27.6394,87.8073,0.496544,2886,10442
a8.20,112,74.7992,15.9211,15.276,36.1194,98.0749,26.0979,86.1681,0.540732,2967,11372
a8.20*,112,76.1715,10.5757,16.8781,36.0287,96.5671,25.3982,86.6145,0.565716,3021,11897
a8.21,112,78.5665,11.2301,0.828946,43.3013,96.0329,24.8838,91.4416,0.565416,2959,11891
a8.21*,112,73.8072,21.5807,8.1757,35.3076,93.0591,26.758,87.9135,0.51527,2899,10836
a8.22,112,75.4194,20.509,2.46025,37.3811,94.7443,25.8786,90.0915,0.545507,2968,11472
a8.22*,112,78.8758,4.50741,0.610065,30.3224,97.9729,24.6219,91.3548,0.579079,2998,12178
a8.23,112,79.164,15.5744,19.959,36.5969,94.4392,21.3738,91.3706,0.878802,3950,18482
a8.23*,112,77.0554,8.74406,18.587,33.9814,92.328,21.2858,89.0801,0.93911,4204,19750
a8.24,112,75.4463,7.19047,37.4878,36.2898,95.4794,21.6283,87.7963,0.93379,4247,19638
a8.24*,112,73.6681,13.5402,15.4811,35.4584,91.6478,23.0395,87.2765,0.810243,3925,17040
a8.25,112,66.7337,31.7451,39.4943,36.8111,83.9403,29.4022,83.4427,0.475071,2937,9991
a8.25*,112,63.8679,26.0887,47.515,29.8228,76.5331,30.9183,83.5894,0.446043,2900,9380
a8.26,112,77.8414,21.7854,5.23608,32.9662,90.3569,25.7695,88.6068,0.518622,2810,10907
a8.26*,112,75.418,14.5111,22.7124,33.8332,92.5568,28.3066,83.9698,0.416849,2481,8766
a8.27,112,74.6517,12.5312,28.9705,33.4862,93.3196,24.1998,88.0151,0.680886,3465,14319
a8.27*,112,72.6955,19.1618,12.0363,33.2564,93.0277,25.5997,85.9145,0.606557,3265,12756
a8.28,112,76.5154,20.7252,23.1532,38.4955,86.7079,22.809,88.4463,0.774055,3713,16279
a8.28*,112,75.2822,12.7579,15.9864,33.1553,92.2022,24.6999,87.3846,0.629677,3270,13242
a8.29,112,75.1247,12.6813,16.5132,29.8513,95.4979,22.0039,86.0957,0.894385,4138,18809
a8.29*,112,80.001,20.4327,7.03441,35.8364,93.9517,22.2339,93.3168,0.764458,3574,16077
a8.30,112,76.4084,1.82995,23.6087,29.9853,93.5814,22.2678,91.7349,0.834214,3906,17544
a8.30*,112,77.679,4.46177,30.7049,34.9979,96.8427,21.3899,89.4117,0.910657,4096,19152
a8.31,112,76.1743,3.16511,16.871,41.8309,96.9443,22.567,90.158,0.806398,3827,16959
a8.31*,112,76.2474,1.36459,40.6268,45.0786,89.0381,22.5297,90.6473,0.808866,3832,17011
a8.32,112,76.9038,7.25291,2.60394,42.7628,95.6424,22.4238,89.9508,0.806431,3803,16960
a8.32*,112,79.258,4.14987,35.295,36.0892,91.4828,20.7506,92.5395,0.958105,4181,20150
A8.5,112,60.4103,31.5883,49.0544,38.6652,77.0477,27.2733,82.7795,0.726364,4166,15276
A8.5*,112,61.4576,37.3402,42.3068,34.4958,70.6027,25.146,78.4145,0.895428,4735,18831
A8.6,112,62.2103,33.5905,51.0018,42.4785,71.1675,27.0113,82.018,0.705065,4005,14828
A8.6*,112,62.9881,38.1087,36.9401,35.5136,67.9531,24.9585,81.6607,0.871797,4576,18334
A8.7,112,70.4445,27.1124,15.8301,31.5957,82.0209,22.7543,83.2947,0.919824,4401,19344
A8.7*,112,70.3452,34.5648,5.82445,28.7581,83.5199,21.635,84.4468,1.07313,4882,22569
A8.8,112,69.995,24.4161,27.6557,33.9076,81.9359,22.6263,82.9799,0.947574,4509,19928
A8.8*,112,70.0959,42.898,3.79171,31.9844,82.4287,22.6012,85.3989,0.948011,4506,19937
B7.1,112,82.8501,14.0326,5.58127,46.3477,94.8004,16.4999,94.2368,1.74406,6052,36679
B7.1*,112,83.0718,17.3039,11.5213,38.9516,89.7106,17.1274,95.4338,1.55099,5586,32619
B7.2,112,83.5028,14.2174,21.5069,42.2978,93.8591,16.8666,95.1543,1.60733,5701,33803
B7.2*,112,78.1759,18.1012,2.41376,45.826,94.9388,16.1626,88.3334,2.08408,7084,43830
B7.5,112,80.3134,24.5066,6.92961,44.7619,89.821,22.146,91.0622,0.767589,3575,16143
B7.5*,112,81.4318,26.7945,2.76424,40.7086,88.7614,20.3692,93.9723,0.959574,4110,20180
B7.6,112,72.2625,24.6717,29.1874,42.3436,89.7329,43.0236,92.1703,0.129313,1170,2719
B7.6*,112,66.5314,28.8153,35.5563,36.383,76.2373,48.4156,82.6468,0.107049,1090,2251
B7.7,112,83.8404,26.6929,17.8443,38.8373,88.6627,17.0204,95.0369,1.55158,5553,32631
B7.7*,112,77.8864,27.2933,18.7605,40.4433,90.4447,17.1507,91.7909,1.7572,6338,36955
B8.15,112,70.8916,22.9666,11.6746,36.2647,86.0089,23.5895,80.4611,0.815167,4044,17143
B8.15*,112,67.4768,26.2799,16.2952,33.7444,84.9483,24.121,72.7786,0.84158,4269,17699
B8.16,112,67.1508,4.17531,44.5923,34.558,84.111,25.2254,81.1405,0.742972,3941,15625
B8.16*,112,64.5925,10.6482,44.6377,35.1586,78.3169,24.7942,79.6055,0.845622,4409,17784
b8.17,112,61.6302,25.9618,32.2861,26.0528,86.0321,27.7247,69.7877,0.664356,3873,13972
b8.17*,112,65.9741,32.0134,42.5153,30.245,79.0972,28.0728,85.6572,0.558453,3297,11744
b8.18,112,78.5212,12.7459,21.401,33.1165,87.5335,22.915,88.9659,0.724862,3493,15244
b8.18*,112,79.0363,9.54078,14.2981,44.463,96.2415,20.547,88.3393,0.992416,4288,20871
b8.19,112,57.9698,3.54571,65.1327,31.7414,73.8893,38.2483,86.9842,0.285991,2300,6014
b8.19*,112,65.6973,23.5753,43.6703,37.3503,80.6607,29.4537,85.3639,0.487612,3020,10255
b8.20,112,74.0892,37.1455,20.5976,34.0298,84.526,23.3875,90.3783,0.765822,3766,16106
b8.20*,112,75.5872,31.3482,17.312,38.6154,89.1775,22.7462,87.1733,0.79977,3825,16820
b8.21,112,62.4002,32.2837,43.7746,30.5273,67.0665,31.7193,87.1334,0.432761,2886,9101
b8.21*,112,61.4987,32.1118,49.7413,35.779,73.0359,32.5771,83.1798,0.411265,2817,8649
b8.22,112,70.6059,28.5402,42.6209,45.6323,86.2951,24.7501,86.0302,0.711509,3703,14963
b8.22*,112,67.093,30.1441,36.0191,36.1818,81.8039,27.0307,81.7076,0.60487,3438,12721
b8.23,112,76.9288,4.6851,28.5383,35.4727,95.3578,22.3582,88.7138,0.813018,3822,17098
b8.23*,112,75.3075,13.8031,6.60378,28.9781,97.6126,23.1298,86.6101,0.7663,3727,16116
b8.24,112,78.8178,22.7216,6.22095,39.3683,94.5653,22.2702,89.1089,0.783738,3670,16482
b8.24*,112,73.5058,17.4822,21.4317,38.0241,94.9278,25.5352,88.871,0.597763,3210,12571
b8.25,112,59.9401,19.5178,53.7987,30.6421,71.0373,31.8287,82.3365,0.464195,3107,9762
b8.25*,112,53.8419,7.44341,60.4166,28.9212,71.165,35.4907,76.8121,0.41496,3097,8727
b8.26,112,77.6444,14.1648,18.4788,35.3391,93.2503,21.219,89.9804,0.933673,4166,19636
b8.26*,112,73.2462,17.5164,25.0847,34.9581,88.7354,23.0125,85.752,0.822489,3980,17297
b8.27,112,67.8288,23.7696,13.9477,30.8283,87.3067,25.0121,76.3997,0.74698,3929,15709
b8.27*,112,64.5791,27.2146,18.7474,26.3926,86.0388,26.4139,72.1617,0.699693,3886,14715
b8.28,112,75.9295,14.9895,22.058,41.5564,91.3601,21.5621,90.9693,0.930454,4219,19568
b8.28*,112,73.9852,14.2184,24.1329,38.5791,87.8862,22.0417,92.5651,0.917418,4252,19294
b8.29,112,78.3826,22.0025,7.57874,36.4294,90.6754,21.3422,91.7235,0.900399,4041,18936
b8.29*,112,76.2998,8.64343,21.3133,33.1196,92.4684,21.895,88.952,0.880049,4052,18508
b8.30,112,78.6432,11.2616,17.3406,31.1607,95.7866,20.9145,91.2246,0.950447,4180,19988
b8.30*,112,77.8535,5.0966,1.11342,32.9546,94.7382,22.0078,91.7265,0.832346,3852,17505
b8.31,112,76.4451,5.48744,18.6817,30.9387,94.2464,21.9756,87.2292,0.867099,4007,18236
b8.31*,112,74.5064,7.37525,11.1656,37.6092,95.24,22.0483,86.2001,0.903806,4190,19008
b8.32,112,77.5374,6.16162,8.37859,52.9442,99.4815,20.6262,88.2784,1.01933,4421,21437
b8.32*,112,70.9851,7.13385,16.9122,24.8881,89.5918,21.8886,81.1275,1.01766,4684,21402
B8.5,112,73.7064,5.0393,27.1389,34.4678,94.0249,16.0475,81.6105,2.3953,8084,50375
B8.5*,112,72.8512,7.91287,27.7752,36.9317,91.1121,16.2313,81.6681,2.36952,8088,49833
B8.6,112,56.0901,37.2703,45.6311,41.5479,71.4384,34.8561,74.2047,0.403631,2958,8488
B8.6*,112,52.5832,39.766,47.2536,39.6569,68.4048,38.9958,78.6313,0.327976,2689,6897
B8.7,112,71.4889,29.4974,9.57299,38.246,85.9309,18.474,81.0032,1.6689,6484,35098
B8.7*,112,71.5569,26.1463,16.0258,30.7808,78.0034,18.6084,82.4337,1.62991,6378,34278
B8.8,112,76.3148,32.6564,7.62185,47.5052,91.8279,17.6994,87.7923,1.66531,6198,35023
B8.8*,112,73.429,27.3064,15.5385,34.2477,89.2563,18.0025,84.682,1.70946,6472,35951
A7.1,112,75.5977,39.5793,1.14676,39.1801,79.5712,18.1259,91.7181,1.77315,6023,33230
A7.1*,112,74.617,38.0158,14.1013,37.2368,82.9547,18.6316,90.1098,1.67584,5851,31407
A7.2,112,82.439,35.2578,12.3708,46.5419,84.1232,15.8603,94.8834,2.22566,6615,41711
A7.2*,112,81.7524,37.1481,8.38626,44.9841,85.6219,16.4539,95.6674,2.02699,6250,37988
A7.5,112,81.6064,32.0379,14.6499,46.3366,82.2876,16.9962,95.1173,1.84568,5878,34590
A7.5*,112,84.4145,33.6788,4.32182,44.4725,86.5672,16.317,95.2136,1.9494,5961,36533
A8.11,112,66.5714,21.411,25.2764,35.7795,83.553,24.7963,71.1533,0.893147,4150,16738
A8.11*,112,67.0098,34.996,27.6949,26.3932,80.8326,22.2479,67.6682,1.22043,5088,22872
A8.12,112,79.0538,12.4483,25.7367,40.0213,94.1771,24.9733,86.5992,0.619988,2901,11619
A8.12*,112,76.285,23.7094,26.3024,34.8323,88.4667,24.1595,83.9386,0.735383,3329,13781
A8.13,112,58.7383,37.3466,40.0952,34.8872,60.5928,26.9654,74.406,0.892063,4508,16718
A8.13*,112,59.6533,50.4213,28.2885,34.6388,54.0987,26.8211,71.9399,0.878936,4418,16472
A8.14,112,57.0109,38.5822,33.3207,27.7283,66.5711,28.6969,63.3996,0.785665,4225,14724
A8.14*,112,58.7965,22.1766,38.9759,32.2786,77.4893,36.5176,74.0156,0.358466,2453,6718
A8.15,112,68.9161,21.1748,46.6103,37.49,80.8121,26.1267,88.6124,0.712463,3488,13352
A8.15*,112,65.8122,38.7756,31.8401,32.6002,64.9965,26.8619,82.1431,0.71884,3618,13471
A8.16,112,68.2733,22.9248,47.5069,40.7661,77.3686,24.3474,86.9213,0.897014,4093,16811
A8.16*,112,66.9269,45.4451,28.0575,35.829,72.5716,23.6137,82.3844,1.02321,4528,19176
a8.17,112,75.5076,41.6592,12.9878,41.7926,80.8465,33.9946,93.2745,0.269432,1716,5049
a8.17*,112,74.7014,23.9409,18.7854,37.7734,86.564,31.5055,85.4601,0.345813,2041,6480
a8.18,112,75.4991,25.9425,29.7277,37.6583,86.6222,28.5706,87.5096,0.453956,2430,8507
a8.18*,112,76.5769,14.437,31.3329,36.0075,89.2294,27.6504,87.3818,0.486807,2522,9123
a8.19,112,74.3848,21.0806,21.5973,39.6421,85.1212,31.7336,89.7366,0.341297,2029,6396
a8.19*,112,71.7932,5.98969,38.7184,34.6378,91.8627,32.7211,88.107,0.334201,2049,6263
a8.20,112,80.1871,13.724,12.4944,39.6773,93.5403,24.5274,88.3977,0.636054,2923,11920
a8.20*,112,79.0744,27.7959,13.9587,45.1035,92.0169,28.2488,89.8713,0.428141,2266,8023
a8.21,112,74.8789,3.74557,2.3745,31.6571,98.5487,26.337,84.5582,0.589168,2908,11041
a8.21*,112,70.3567,15.2484,14.2639,32.6928,96.9168,26.793,79.6366,0.633844,3182,11878
a8.22,112,71.0831,1.43756,22.3988,34.3012,95.2982,29.0757,76.8311,0.485887,2647,9106
a8.22*,112,67.9863,16.4755,13.2523,29.9198,98.2031,28.7577,75.1972,0.548975,2958,10288
a8.23,112,73.723,6.8468,25.1255,31.4621,91.912,23.457,86.0929,0.860264,3781,16122
a8.23*,112,73.175,4.97143,35.1922,36.1655,94.7165,24.2582,82.7619,0.789504,3589,14796
a8.24,112,73.7773,5.44331,43.1759,44.2621,88.5221,24.1999,87.568,0.7823,3547,14661
a8.24*,112,72.6075,28.4259,29.3219,37.9485,92.7269,25.5133,87.3312,0.689276,3295,12917
a8.25,112,66.5564,30.7028,39.0779,30.3705,75.7655,35.4159,83.3324,0.306678,2035,5747
a8.25*,112,63.1981,41.7262,18.3228,32.6094,82.266,35.4948,74.6217,0.337874,2247,6332
a8.26,112,75.0415,28.1249,21.5179,36.6949,91.8096,26.6865,84.5954,0.563873,2820,10567
a8.26*,112,62.7552,30.7787,19.5378,30.7112,85.9519,25.2389,64.7974,0.953114,4508,17862
a8.27,112,73.8771,16.7797,27.0497,38.3491,85.2649,25.4813,86.5763,0.668301,3191,12524
a8.27*,112,69.1153,2.05466,39.37,30.1621,87.6719,25.4326,81.2012,0.767956,3660,14392
a8.28,112,61.8295,29.3677,36.2453,22.9372,77.2824,28.2105,67.5225,0.703125,3717,13177
a8.28*,112,70.7714,27.1063,30.3145,33.258,79.3537,25.2973,82.5367,0.74425,3528,13948
a8.29,112,77.0983,23.9531,5.16403,36.3899,88.8602,23.3454,88.6833,0.797924,3491,14953
a8.29*,112,79.2975,13.6675,5.55937,40.032,94.582,21.8541,88.1712,0.919474,3765,17231
a8.30,112,74.8304,2.79345,30.0501,43.9795,91.6168,23.2979,87.8318,0.852223,3721,15971
a8.30*,112,78.9254,24.2377,10.2597,40.1535,92.2154,22.5746,92.8547,0.842104,3562,15781
a8.31,112,79.8581,16.3407,4.70573,36.2952,93.0349,21.423,88.8175,0.962457,3864,18037
a8.31*,112,78.9316,4.99686,1.34656,32.8557,99.2578,20.9423,89.3869,1.05459,4139,19764
a8.32,112,67.5472,40.9443,10.3223,37.3766,84.9383,22.7289,74.9629,1.12644,4798,21110
a8.32*,112,75.4804,10.0673,6.81371,35.5676,96.6804,23.0722,86.1713,0.862424,3729,16162
A8.5,112,71.4333,32.84,30.2595,36.6891,80.0282,23.8528,87.9584,0.871446,3895,16331
A8.5*,112,56.1026,42.4962,40.9096,31.3914,59.202,30.6726,64.6419,0.664413,3819,12451
A8.6,112,60.5055,32.8247,38.3398,27.5274,68.1522,28.0768,72.644,0.74477,3918,13957
A8.6*,112,66.9146,42.1116,26.7435,38.1626,63.0954,24.8647,80.8106,0.876731,4085,16430
A8.7,112,69.2306,32.2545,17.4066,35.7325,82.6889,25.0411,88.7907,0.801863,3763,15027
A8.7*,112,70.2955,50.0099,16.6324,50.021,71.0094,26.1211,93.3065,0.685218,3354,12841
A8.8,112,65.439,33.5069,33.3621,41.1968,70.2972,27.8088,86.8441,0.655293,3415,12280
A8.8*,112,67.1643,47.4398,26.2423,45.7575,68.0468,27.0541,87.6885,0.675584,3425,12661
B7.1,112,81.3561,29.6054,16.3047,47.1165,88.9283,16.932,95.8531,1.87826,5960,35200
B7.1*,112,83.0407,29.3388,6.50858,43.7925,86.2297,16.5465,95.1638,1.93178,5990,36203
B7.2,112,80.4945,29.5193,8.81366,40.6668,89.3522,15.5373,92.7808,2.48313,7230,46536
B7.2*,112,81.2406,28.1678,4.81339,42.6863,91.7594,15.4236,92.5945,2.49203,7203,46703
B7.5,112,71.8771,45.0757,7.55311,37.5412,76.2504,22.3558,86.0415,1.04545,4380,19592
B7.5*,112,75.6134,35.3963,4.39412,39.2718,84.917,21.0179,89.3221,1.13682,4477,21305
B7.6,112,60.3301,41.8994,28.5889,29.5586,67.1268,54.283,66.0439,0.103657,1054,1942
B7.6*,112,70.1783,34.0265,29.8357,34.0624,70.4486,47.1778,83.6806,0.116692,1031,2186
B7.7,112,81.0002,29.6885,13.5216,37.3373,90.4422,16.5569,94.4168,2.0265,6288,37978
B7.7*,112,79.2913,36.8369,4.64384,36.2874,86.1536,17.8522,92.2594,1.68706,5644,31617
B8.15,112,71.8852,36.1,5.22299,32.9887,81.2623,23.7872,83.5827,0.867664,3868,16260
B8.15*,112,69.8384,38.2933,4.1253,37.809,85.0675,24.441,82.5538,0.847441,3881,15881
B8.16,112,73.1471,9.7184,47.7162,41.271,81.114,23.716,89.2188,0.845547,3758,15846
B8.16*,112,63.8782,39.9831,43.8456,39.0476,69.641,27.8407,85.2442,0.685352,3575,12844
b8.17,112,72.1554,31.7487,19.7627,46.5758,81.7459,26.8343,86.6853,0.599862,3016,11242
b8.17*,112,61.2947,48.6646,21.0139,34.4611,69.0141,30.3031,75.0552,0.577234,3278,10817
b8.18,112,69.7414,18.863,37.9451,34.3318,88.5602,26.6302,80.1385,0.656977,3278,12312
b8.18*,112,69.3073,39.0458,16.3315,37.8731,84.2755,28.754,81.2389,0.528451,2847,9903
b8.19,112,51.7932,15.1465,67.3052,29.0455,71.0122,46.1523,81.4851,0.228839,1979,4288
b8.19*,112,64.2542,34.884,42.355,36.8312,75.2267,39.4714,88.5093,0.237688,1758,4454
b8.20,112,74.1726,19.2087,35.0495,29.8043,88.7178,26.5504,86.5163,0.58608,2916,10983
b8.20*,112,68.0136,9.79002,38.7741,34.019,88.0028,31.8185,82.3296,0.404974,2414,7589
b8.21,112,61.8974,41.0053,2.5456,24.4389,80.1983,33.389,75.4548,0.423157,2647,7930
b8.21*,112,58.2137,23.5103,36.6501,25.7373,72.2588,44.5677,70.8183,0.201162,1680,3769
b8.22,112,65.5996,26.6815,42.3568,32.1961,79.8138,28.0368,84.8062,0.636313,3343,11925
b8.22*,112,71.8804,14.4104,37.4042,35.7208,88.8407,27.1757,85.1954,0.581964,2963,10906
b8.23,112,76.022,26.329,1.25559,31.871,92.7908,22.1879,90.3196,0.955935,3975,17915
b8.23*,112,70.7354,29.3273,5.36413,31.0788,93.7152,21.3188,78.4946,1.24479,4973,23328
b8.24,112,77.4007,20.7836,22.6073,39.8023,90.2542,22.2116,89.0795,0.919242,3826,17227
b8.24*,112,78.4991,13.357,8.46748,35.5916,97.9354,22.938,88.6176,0.81145,3488,15207
b8.25,112,46.9188,33.2587,67.7924,30.4429,68.9352,43.7747,68.4869,0.32681,2681,6124
b8.25*,112,58.0181,32.7196,53.0741,33.8602,67.3,33.7426,78.5271,0.466653,2950,8745
b8.26,112,66.3725,17.6236,38.5456,35.9481,83.4416,25.4467,78.4581,0.831357,3964,15580
b8.26*,112,65.4928,35.0787,16.9806,27.5321,86.0903,28.1082,77.1153,0.633539,3337,11873
b8.27,112,66.9852,14.0395,12.7715,28.475,96.3525,26.4995,75.5104,0.722746,3589,13545
b8.27*,112,61.1864,18.5831,48.9536,24.9919,80.567,28.6256,73.5129,0.687205,3686,12878
b8.28,112,71.5157,19.7765,15.4388,38.0519,93.0041,25.9355,83.4034,0.676345,3287,12675
b8.28*,112,69.2458,5.05563,24.044,30.7313,92.9533,23.2866,78.9269,0.996669,4349,18678
b8.29,112,72.5998,30.5151,9.17898,34.3108,90.5109,25.7128,83.9024,0.673503,3245,12622
b8.29*,112,73.63,12.1917,22.4961,27.6926,94.1514,23.9634,83.8337,0.808913,3632,15159
b8.30,112,76.2066,10.3605,13.2491,36.2535,94.4331,23.9305,90.527,0.758253,3400,14210
b8.30*,112,77.02,20.7992,17.0176,34.2282,89.7927,24.8846,89.0768,0.660175,3078,12372
b8.31,112,77.087,10.3305,1.67614,42.4213,96.2828,20.6956,84.4967,1.14568,4443,21471
b8.31*,112,79.8587,17.6264,14.1277,55.0304,92.399,20.6119,93.3663,1.08059,4174,20251
b8.32,112,74.5149,12.3865,13.2098,30.0357,93.9506,23.3818,88.4972,0.850231,3725,15934
b8.32*,112,73.9077,10.2379,20.3578,36.3986,92.3986,21.8006,83.203,1.06629,4356,19983
B8.5,112,63.6639,39.1853,4.40727,30.8927,76.6181,22.273,70.5635,1.34752,5624,25253
B8.5*,112,67.6723,31.0554,10.2658,32.4085,86.4474,19.3202,73.657,1.82727,6616,34245
B8.6,112,63.039,43.1496,33.4097,32.6286,57.8141,34.7656,85.0754,0.3614,2354,6773
B8.6*,112,69.485,40.9829,10.973,32.9708,72.7646,32.4697,84.869,0.365126,2221,6842
B8.7,112,79.1385,29.7181,23.7063,45.6886,85.4475,17.8562,93.7568,1.69246,5663,31718
B8.7*,112,77.6476,22.2912,7.17789,36.863,89.5153,17.7942,90.1828,1.77652,5924,33293
B8.8,112,85.2778,17.5951,3.67165,39.8379,93.4233,15.7794,95.0138,2.11209,6245,39582
B8.8*,112,81.8945,27.3722,3.2186,40.2312,90.4258,16.3843,93.0593,2.04579,6281,38340
A8.11,112,68.9562,10.4249,30.8411,32.8415,93.4211,20.3483,79.3719,1.17695,5744,28230
A8.11*,112,71.0756,22.2156,19.5366,31.8957,90.6029,20.2976,80.9608,1.11611,5434,26771
A8.12,112,78.4609,8.50403,42.2668,40.8186,89.4978,24.6725,93.7844,0.509964,3018,12232
A8.12*,112,69.9606,14.161,38.1942,38.7315,90.4272,28.7005,85.2931,0.407482,2805,9774
A8.13,112,73.3258,17.8743,29.0324,38.0092,86.6432,21.2216,89.6032,0.917562,4670,22009
A8.13*,112,61.1123,28.0366,35.0411,32.1612,79.5863,26.2662,76.6438,0.696687,4389,16711
A8.14,112,62.8851,28.9881,48.4333,40.8796,76.5821,25.1987,80.2437,0.74517,4504,17874
A8.14*,112,66.4619,33.8658,22.88,34.9827,77.6898,23.4975,75.1591,0.822764,4637,19735
A8.15,112,87.9775,24.2615,1.64014,45.5136,94.2796,18.3776,97.685,0.981468,4326,23542
A8.15*,112,86.0188,2.69082,13.0834,44.1664,98.9652,20.4917,93.2837,0.740568,3640,17763
A8.16,112,89.9673,7.28617,10.2867,41.6615,98.5392,17.118,95.7327,1.16133,4768,27856
A8.16*,112,86.501,8.03501,17.1844,44.1076,96.1153,18.694,91.9807,0.964576,4325,23136
a8.17,112,80.9563,17.433,1.24977,37.9703,96.6416,24.4865,91.8932,0.49001,2878,11753
a8.17*,112,80.5594,11.2005,22.383,43.7825,94.994,26.4464,93.3404,0.392784,2491,9421
a8.18,112,86.342,11.8827,4.32621,42.3589,99.0411,21.0706,97.1481,0.676096,3417,16217
a8.18*,112,78.2602,9.28819,24.3827,39.6428,95.2228,24.6921,89.4611,0.511359,3028,12265
a8.19,112,79.4411,10.2895,22.9286,45.225,96.6826,24.5514,89.215,0.504857,2973,12109
a8.19*,112,78.9375,3.9009,29.2009,39.5074,94.2017,25.1477,90.7991,0.475798,2870,11412
a8.20,112,81.8355,4.65801,31.8486,37.0775,92.8174,24.0439,94.9245,0.506509,2921,12149
a8.20*,112,79.0005,2.58039,22.3915,34.5729,95.8064,24.2369,88.3314,0.530634,3084,12728
a8.21,112,85.9172,1.89131,0.692427,42.0281,99.7237,22.4091,93.1819,0.567612,3051,13615
a8.21*,112,88.0413,5.08574,3.377,41.7587,99.1586,21.0501,97.2806,0.652152,3292,15642
